epoch,accuracy,auc,fn,fp,loss,lr,precision,recall,tn,tp,val_accuracy,val_auc,val_fn,val_fp,val_loss,val_precision,val_recall,val_tn,val_tp
0,0.6032840609550476,0.6619749069213867,3178.0,5568.0,3.1675314903259277,0.01,0.5849422216415405,0.7117460370063782,5453.0,7847.0,0.49401089549064636,0.9011635780334473,1393.0,1.0,6.550137042999268,0.0,0.0,1361.0,0.0
1,0.5256735682487488,0.5537392497062683,5367.0,5090.0,3.394483804702759,0.01,0.5264675617218018,0.5132414102554321,5930.0,5659.0,0.5052631497383118,0.5,0.0,1363.0,1.2408576011657715,0.5052631497383118,1.0,0.0,1392.0
2,0.5029937624931335,0.4983460009098053,5652.0,5305.0,0.9747034907341003,0.01,0.503091037273407,0.48725393414497375,5718.0,5371.0,0.496188759803772,0.5,1388.0,0.0,0.8685246706008911,0.0,0.0,1367.0,0.0
3,0.49945569038391113,0.49320685863494873,10338.0,697.0,0.7212685942649841,0.00090483733,0.49419447779655457,0.06180234253406525,10330.0,681.0,0.4972776770591736,0.5,1385.0,0.0,0.7200638651847839,0.0,0.0,1370.0,0.0
4,0.4980495274066925,0.4948737919330597,8707.0,2359.0,0.7033360004425049,8.187306e-05,0.4963706135749817,0.210750550031662,8655.0,2325.0,0.5074410438537598,0.5,0.0,1357.0,0.700605571269989,0.5074410438537598,1.0,0.0,1398.0
